"Accession ID","Assembly","BiG-SCAPE class","CATECHOL","ContigEdge","Cy_tandem","CyanoBH_Asp1","CyanoBH_Asp2","Description","DMAQ","EntA","EntC","FbnL","FbnM","FecCD","GRAMININE","GrbD","GrbE","HYDROXAMATE","IBH_Asp","IBH_His","IPL","Lys_monoox","name","network_table$Lookup","network_trans_count","NRP.siderophore","NRPS","NRPS.like","OHASP","OHHIS","Organism","Orn_monoox","Peripla_BP_2","Product Prediction","PvdO","PvdP","PYOVERDINE","Region","region_type","SALICYLATE","SalSyn","selected","shared name","Taxonomy","TBH_Asp","TonB_dep_Rec","VbsL","VibH_like"
"NZ_CP011269.1","GCF_001307545.1","Others","0","0","0","0","0","Mycolicibacterium fortuitum strain CT6 chromosome, complete genome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_001307545.1_ASM130754v1_genomic_NZ_CP011269.1.region010","GCF_001307545.1_NZ_CP011269.1.region010","0","1","1","0","0","0","Mycolicibacterium fortuitum","0","0","NRP-siderophore.NRPS.T1PKS","0","0","0","region010","MIXED","1","1","false","GCF_001307545.1_ASM130754v1_genomic_NZ_CP011269.1.region010","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium","0","0","0","0"
"NZ_JAGIOP010000001.1","GCF_017876775.1","Others","0","0","0","0","0","Mycolicibacterium lutetiense strain DSM 46713 Ga0451163_01, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_017876775.1_ASM1787677v1_genomic_NZ_JAGIOP010000001.1.region003","GCF_017876775.1_NZ_JAGIOP010000001.1.region003","0","1","1","0","0","0","Mycolicibacterium lutetiense","0","0","NRP-siderophore.NRPS.T1PKS","0","0","0","region003","HYDROXAMATE","0","0","false","GCF_017876775.1_ASM1787677v1_genomic_NZ_JAGIOP010000001.1.region003","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium","0","0","0","0"
"NZ_POTN01000015.1","GCF_005670695.1","Others","0","0","0","0","0","Mycolicibacterium aubagnense strain DSM 45150 MAUBAG_contig000015, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_005670695.1_ASM567069v1_genomic_NZ_POTN01000015.1.region001","GCF_005670695.1_NZ_POTN01000015.1.region001","0","1","1","0","0","0","Mycolicibacterium aubagnense","0","0","NRP-siderophore.NRPS","0","0","0","region001","MIXED","1","1","false","GCF_005670695.1_ASM567069v1_genomic_NZ_POTN01000015.1.region001","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium","0","0","0","0"
"NZ_BLPG01000001.1","GCF_011764445.1","Others","0","0","0","0","0","Phytohabitans rumicis strain NBRC 108638 sequence1, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","0","GCF_011764445.1_ASM1176444v1_genomic_NZ_BLPG01000001.1.region023","GCF_011764445.1_NZ_BLPG01000001.1.region023","1","1","1","0","0","0","Phytohabitans rumicis","1","1","NRP-siderophore.NRPS","0","0","0","region023","HYDROXAMATE","0","0","false","GCF_011764445.1_ASM1176444v1_genomic_NZ_BLPG01000001.1.region023","Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae","0","0","0","0"
"NZ_CP035000.1","GCF_002531755.2","Others","0","0","0","0","0","Rhizobium acidisoli strain FH23 plasmid pRapFH23b, complete sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_002531755.2_ASM253175v2_genomic_NZ_CP035000.1.region001","GCF_002531755.2_NZ_CP035000.1.region001","3","1","1","0","0","0","Rhizobium acidisoli","0","1","NRP-siderophore.NRPS.hserlactone","0","0","0","region001","HYDROXAMATE","0","0","false","GCF_002531755.2_ASM253175v2_genomic_NZ_CP035000.1.region001","Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium","0","1","1","0"
"NZ_CP081673.1","GCF_019739075.1","Others","0","0","0","0","0","Mycolicibacterium farcinogenes strain BKK/CU-MFGFA-001 chromosome, complete genome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_019739075.1_ASM1973907v1_genomic_NZ_CP081673.1.region009","GCF_019739075.1_NZ_CP081673.1.region009","0","1","1","0","0","0","Mycolicibacterium farcinogenes","0","0","NRP-siderophore.NRPS.T1PKS","0","0","0","region009","MIXED","1","1","false","GCF_019739075.1_ASM1973907v1_genomic_NZ_CP081673.1.region009","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium","0","0","0","0"
"NZ_CP013450.1","GCF_001718895.1","Others","0","0","0","0","0","Burkholderia cenocepacia strain MSMB384WGS chromosome 1, complete sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_001718895.1_ASM171889v1_genomic_NZ_CP013450.1.region002","GCF_001718895.1_NZ_CP013450.1.region002","3","1","1","0","1","0","Burkholderia cenocepacia","1","1","NRP-siderophore.NRPS","0","0","0","region002","MIXED","0","0","false","GCF_001718895.1_ASM171889v1_genomic_NZ_CP013450.1.region002","Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex","1","1","0","0"
"NZ_CP081000.1","GCF_019645875.1","Others","0","0","0","0","0","Mycobacterium senegalense strain ATCC 35796 chromosome, complete genome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_019645875.1_ASM1964587v1_genomic_NZ_CP081000.1.region009","GCF_019645875.1_NZ_CP081000.1.region009","0","1","1","0","0","0","Mycobacterium senegalense","0","0","NRP-siderophore.NRPS.T1PKS","0","0","0","region009","MIXED","1","1","false","GCF_019645875.1_ASM1964587v1_genomic_NZ_CP081000.1.region009","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium","0","0","0","0"
"NZ_JADOTX010000001.1","GCF_015751765.1","Others","0","0","0","0","0","Micromonospora ureilytica strain DSM 101692 Ga0264314_01, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_015751765.1_ASM1575176v1_genomic_NZ_JADOTX010000001.1.region005","GCF_015751765.1_NZ_JADOTX010000001.1.region005","2","1","1","0","0","0","Micromonospora ureilytica","1","1","NRP-siderophore.NRPS.T1PKS","0","0","0","region005","HYDROXAMATE","0","0","false","GCF_015751765.1_ASM1575176v1_genomic_NZ_JADOTX010000001.1.region005","Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora","0","0","0","0"
"NZ_CP059399.1","GCF_013744875.1","Others","0","0","0","0","0","Nocardia huaxiensis strain WCH-YHL-001 chromosome, complete genome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_013744875.1_ASM1374487v1_genomic_NZ_CP059399.1.region005","GCF_013744875.1_NZ_CP059399.1.region005","1","1","1","0","0","0","Nocardia huaxiensis","0","1","NRP-siderophore.NRPS.terpene","0","0","0","region005","HYDROXAMATE","0","0","false","GCF_013744875.1_ASM1374487v1_genomic_NZ_CP059399.1.region005","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia","0","0","0","0"
"NZ_BAGC01000008.1","GCF_000308655.1","Others","0","0","0","0","0","Nocardia niigatensis NBRC 100131, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_000308655.1_ASM30865v1_genomic_NZ_BAGC01000008.1.region001","GCF_000308655.1_NZ_BAGC01000008.1.region001","1","1","1","0","0","0","Nocardia niigatensis NBRC 100131","0","1","NRP-siderophore.NRPS.terpene","0","0","0","region001","HYDROXAMATE","0","0","false","GCF_000308655.1_ASM30865v1_genomic_NZ_BAGC01000008.1.region001","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia","0","0","0","0"
"NZ_UPHU01000001.1","GCF_900566075.1","Others","0","0","0","0","0","Mycobacterium pseudokansasii strain MK142, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_900566075.1_MK142_genomic_NZ_UPHU01000001.1.region012","GCF_900566075.1_NZ_UPHU01000001.1.region012","0","1","1","0","0","0","Mycobacterium pseudokansasii","0","0","NRP-siderophore.NRPS","0","0","0","region012","MIXED","1","1","false","GCF_900566075.1_MK142_genomic_NZ_UPHU01000001.1.region012","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium","0","0","0","0"
"NZ_WRPP01000003.1","GCF_009760405.1","Others","0","0","0","0","0","Nocardia terrae strain ET3-3 NODE_3, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_009760405.1_ASM976040v1_genomic_NZ_WRPP01000003.1.region002","GCF_009760405.1_NZ_WRPP01000003.1.region002","1","1","1","0","0","0","Nocardia terrae","0","1","NRP-siderophore.NRPS.terpene","0","0","0","region002","HYDROXAMATE","0","0","false","GCF_009760405.1_ASM976040v1_genomic_NZ_WRPP01000003.1.region002","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia","0","0","0","0"
"NZ_JAJFOE010000001.1","GCF_020731565.1","Others","0","0","0","0","0","Nocardia africana strain FDAARGOS_1597 ctg.s1.000000F_arrow_pilon, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_020731565.1_ASM2073156v1_genomic_NZ_JAJFOE010000001.1.region020","GCF_020731565.1_NZ_JAJFOE010000001.1.region020","1","1","1","0","0","0","Nocardia africana","0","1","NRP-siderophore.NRPS.terpene","0","0","0","region020","HYDROXAMATE","0","0","false","GCF_020731565.1_ASM2073156v1_genomic_NZ_JAJFOE010000001.1.region020","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia","0","0","0","0"
"NZ_QCYJ01000084.1","GCF_003123685.1","Others","0","0","0","0","0","Nocardia aurea strain SYSU K10002 s.K1002_Contig2, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_003123685.1_ASM312368v1_genomic_NZ_QCYJ01000084.1.region003","GCF_003123685.1_NZ_QCYJ01000084.1.region003","1","1","1","0","0","0","Nocardia aurea","0","1","NRP-siderophore.NRPS.terpene","0","0","0","region003","HYDROXAMATE","0","0","false","GCF_003123685.1_ASM312368v1_genomic_NZ_QCYJ01000084.1.region003","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia","0","0","0","0"
"NZ_AP022581.1","GCF_010731535.1","Others","0","0","0","0","0","Mycobacterium lacus strain JCM 15657 chromosome, complete genome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_010731535.1_ASM1073153v1_genomic_NZ_AP022581.1.region010","GCF_010731535.1_NZ_AP022581.1.region010","0","1","1","0","0","0","Mycobacterium lacus","0","0","NRP-siderophore.NRPS","0","0","0","region010","MIXED","1","1","false","GCF_010731535.1_ASM1073153v1_genomic_NZ_AP022581.1.region010","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium","0","0","0","0"
"NZ_AP022606.1","GCF_010728725.1","Others","0","0","0","0","0","Mycobacterium branderi strain JCM 12687 chromosome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_010728725.1_ASM1072872v1_genomic_NZ_AP022606.1.region008","GCF_010728725.1_NZ_AP022606.1.region008","0","1","1","0","0","0","Mycobacterium branderi","0","0","NRP-siderophore.NRPS.T1PKS","0","0","0","region008","MIXED","1","1","false","GCF_010728725.1_ASM1072872v1_genomic_NZ_AP022606.1.region008","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium","0","0","0","0"
"NZ_CP045302.1","GCF_009363155.1","Others","0","0","0","0","0","Azotobacter salinestris strain KACC 13899 chromosome, complete genome","0","0","0","0","0","0","0","0","0","1","0","0","0","0","GCF_009363155.1_ASM936315v1_genomic_NZ_CP045302.1.region004","GCF_009363155.1_NZ_CP045302.1.region004","1","1","1","0","1","0","Azotobacter salinestris","1","0","NRP-siderophore.NRPS.T1PKS","0","0","0","region004","MIXED","0","0","false","GCF_009363155.1_ASM936315v1_genomic_NZ_CP045302.1.region004","Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter","1","1","0","0"
"NZ_FOJD01000004.1","GCF_900111385.1","Others","0","0","0","0","0","Austwickia chelonae strain DSM 44178, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_900111385.1_IMG-taxon_2687453746_annotated_assembly_genomic_NZ_FOJD01000004.1.region001","GCF_900111385.1_NZ_FOJD01000004.1.region001","2","1","1","0","0","0","Austwickia chelonae","1","1","NRP-siderophore.NRPS","0","0","0","region001","HYDROXAMATE","0","0","false","GCF_900111385.1_IMG-taxon_2687453746_annotated_assembly_genomic_NZ_FOJD01000004.1.region001","Bacteria,Actinobacteria,Micrococcales,Dermatophilaceae,Austwickia","0","0","0","0"
"NZ_CP049017.1","GCF_014236795.1","Others","0","0","0","0","0","Xanthomonas theicola strain CFBP 4691 chromosome, complete genome","0","0","0","0","0","0","0","0","0","1","0","0","0","0","GCF_014236795.1_ASM1423679v1_genomic_NZ_CP049017.1.region005","GCF_014236795.1_NZ_CP049017.1.region005","1","1","1","0","0","0","Xanthomonas theicola","1","0","NRP-siderophore.NRPS","0","0","0","region005","HYDROXAMATE","0","0","false","GCF_014236795.1_ASM1423679v1_genomic_NZ_CP049017.1.region005","Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas","0","1","0","0"
"NZ_KK853997.1","GCF_000696185.1","Others","0","0","0","0","0","Kitasatospora cheerisanensis KCTC 2395 scaffold00001, whole genome shotgun sequence","0","0","1","0","0","1","0","0","0","1","0","0","0","0","GCF_000696185.1_ASM69618v1_genomic_NZ_KK853997.1.region003","GCF_000696185.1_NZ_KK853997.1.region003","2","1","1","1","0","0","Kitasatospora cheerisanensis KCTC 2395","1","1","NRP-siderophore.NRPS.NRPS-like","0","0","0","region003","HYDROXAMATE","0","0","false","GCF_000696185.1_ASM69618v1_genomic_NZ_KK853997.1.region003","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora","0","0","0","0"
"NC_015576.1","GCF_000214155.1","Others","0","0","0","0","0","Mycolicibacter sinensis, complete sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_000214155.1_ASM21415v1_genomic_NC_015576.1.region002","GCF_000214155.1_NC_015576.1.region002","0","1","1","0","0","0","Mycolicibacter sinensis","0","0","NRP-siderophore.NRPS.T1PKS","0","0","0","region002","HYDROXAMATE","0","0","false","GCF_000214155.1_ASM21415v1_genomic_NC_015576.1.region002","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacter","0","0","0","0"
"NZ_CP089225.1","GCF_021183645.1","Others","0","0","0","0","0","Nocardia gipuzkoensis strain FDAARGOS_1619 chromosome, complete genome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_021183645.1_ASM2118364v1_genomic_NZ_CP089225.1.region007","GCF_021183645.1_NZ_CP089225.1.region007","1","1","1","0","0","0","Nocardia gipuzkoensis","0","1","NRP-siderophore.NRPS.terpene","0","0","0","region007","HYDROXAMATE","0","0","false","GCF_021183645.1_ASM2118364v1_genomic_NZ_CP089225.1.region007","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia","0","0","0","0"
"NZ_BMMW01000003.1","GCF_014646135.1","Others","0","0","0","0","0","Nocardia camponoti strain CGMCC 4.7278 sequence03, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_014646135.1_ASM1464613v1_genomic_NZ_BMMW01000003.1.region001","GCF_014646135.1_NZ_BMMW01000003.1.region001","1","1","1","0","0","0","Nocardia camponoti","0","1","NRP-siderophore.NRPS.terpene","0","0","0","region001","HYDROXAMATE","0","0","false","GCF_014646135.1_ASM1464613v1_genomic_NZ_BMMW01000003.1.region001","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia","0","0","0","0"
"NZ_AP022579.1","GCF_010731295.1","Others","0","0","0","0","0","Mycolicibacterium boenickei strain JCM 15653 chromosome, complete genome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_010731295.1_ASM1073129v1_genomic_NZ_AP022579.1.region010","GCF_010731295.1_NZ_AP022579.1.region010","0","1","1","0","0","0","Mycolicibacterium boenickei","0","0","NRP-siderophore.NRPS.T1PKS","0","0","0","region010","MIXED","1","1","false","GCF_010731295.1_ASM1073129v1_genomic_NZ_AP022579.1.region010","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium","0","0","0","0"
"NZ_CP061725.1","GCF_014764405.1","Others","0","0","0","0","0","Micromonospora craniellae strain LHW63014 chromosome, complete genome","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_014764405.1_ASM1476440v1_genomic_NZ_CP061725.1.region010","GCF_014764405.1_NZ_CP061725.1.region010","2","1","1","1","0","0","Micromonospora craniellae","1","1","NRP-siderophore.NRPS.NRPS-like","0","0","0","region010","HYDROXAMATE","0","0","false","GCF_014764405.1_ASM1476440v1_genomic_NZ_CP061725.1.region010","Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora","0","0","0","0"
"NZ_FMAC01000010.1","GCF_900094555.1","Others","0","0","0","0","0","Rhizobium hainanense strain CCBAU 57015, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_900094555.1_IMG-taxon_2615840609_annotated_assembly_genomic_NZ_FMAC01000010.1.region001","GCF_900094555.1_NZ_FMAC01000010.1.region001","3","1","1","0","0","0","Rhizobium hainanense","0","1","NRP-siderophore.NRPS","0","0","0","region001","HYDROXAMATE","0","0","false","GCF_900094555.1_IMG-taxon_2615840609_annotated_assembly_genomic_NZ_FMAC01000010.1.region001","Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium","0","1","1","0"
"NZ_CP073111.1","GCF_018138105.1","Others","0","0","0","0","0","Agrobacterium rhizogenes strain A4 chromosome 2, complete sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_018138105.1_ASM1813810v1_genomic_NZ_CP073111.1.region006","GCF_018138105.1_NZ_CP073111.1.region006","3","1","1","0","0","0","Agrobacterium rhizogenes","0","1","NRP-siderophore.NRPS","0","0","0","region006","HYDROXAMATE","0","0","false","GCF_018138105.1_ASM1813810v1_genomic_NZ_CP073111.1.region006","Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium","0","1","1","0"
"NZ_CADIKG010000008.1","GCF_902859845.1","Others","0","0","0","0","0","Burkholderia puraquae strain LMG 29660 isolate LMG 29660, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_902859845.1_LMG_29660_genomic_NZ_CADIKG010000008.1.region001","GCF_902859845.1_NZ_CADIKG010000008.1.region001","3","1","1","0","1","0","Burkholderia puraquae","1","1","NRP-siderophore.NRPS","0","0","0","region001","MIXED","0","0","false","GCF_902859845.1_LMG_29660_genomic_NZ_CADIKG010000008.1.region001","Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex","1","1","0","0"
"NZ_CP065686.1","GCF_016027455.1","Others","0","0","0","0","0","Burkholderia humptydooensis strain FDAARGOS_899 chromosome 1, complete sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_016027455.1_ASM1602745v1_genomic_NZ_CP065686.1.region003","GCF_016027455.1_NZ_CP065686.1.region003","3","1","1","0","1","0","Burkholderia humptydooensis","1","1","NRP-siderophore.NRPS.lassopeptide","0","0","0","region003","MIXED","0","0","false","GCF_016027455.1_ASM1602745v1_genomic_NZ_CP065686.1.region003","Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group","1","1","0","0"
"NZ_AP018164.1","GCF_002356315.1","Others","0","0","0","0","0","Mycobacterium shigaense strain JCM 32072 chromosome, complete genome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_002356315.1_ASM235631v1_genomic_NZ_AP018164.1.region013","GCF_002356315.1_NZ_AP018164.1.region013","0","1","1","0","0","0","Mycobacterium shigaense","0","0","NRP-siderophore.NRPS","0","0","0","region013","MIXED","1","1","false","GCF_002356315.1_ASM235631v1_genomic_NZ_AP018164.1.region013","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium simiae complex","0","0","0","0"
"NZ_LQPM01000006.1","GCF_002101815.1","Others","0","0","0","0","0","Mycobacterium paraense strain IEC26 contig_14, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_002101815.1_ASM210181v1_genomic_NZ_LQPM01000006.1.region002","GCF_002101815.1_NZ_LQPM01000006.1.region002","0","1","1","0","0","0","Mycobacterium paraense","0","0","NRP-siderophore.NRPS.T1PKS","0","0","0","region002","MIXED","1","1","false","GCF_002101815.1_ASM210181v1_genomic_NZ_LQPM01000006.1.region002","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium simiae complex","0","0","0","0"
"NZ_CP054795.1","GCF_013349145.1","Others","0","0","0","0","0","Mycolicibacterium smegmatis strain FDAARGOS_679 chromosome","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_013349145.1_ASM1334914v1_genomic_NZ_CP054795.1.region016","GCF_013349145.1_NZ_CP054795.1.region016","2","1","1","0","0","0","Mycolicibacterium smegmatis","1","1","NRP-siderophore.NRPS","0","0","0","region016","HYDROXAMATE","0","0","false","GCF_013349145.1_ASM1334914v1_genomic_NZ_CP054795.1.region016","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium","0","0","0","0"
"NZ_BLKS01000001.1","GCF_010722915.1","Others","0","0","0","0","0","Mycolicibacterium agri strain JCM 6377 sequence1, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_010722915.1_ASM1072291v1_genomic_NZ_BLKS01000001.1.region002","GCF_010722915.1_NZ_BLKS01000001.1.region002","2","1","1","1","0","0","Mycolicibacterium agri","1","1","NRP-siderophore.NRPS.NRPS-like","0","0","0","region002","HYDROXAMATE","0","0","false","GCF_010722915.1_ASM1072291v1_genomic_NZ_BLKS01000001.1.region002","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium","0","0","0","0"
"NZ_JAHUVX010000001.1","GCF_019219615.1","Others","0","0","0","0","0","Nocardia nova strain LGO-A14 A14_AS2_SC01, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_019219615.1_ASM1921961v1_genomic_NZ_JAHUVX010000001.1.region007","GCF_019219615.1_NZ_JAHUVX010000001.1.region007","1","1","1","0","0","0","Nocardia nova","0","1","NRP-siderophore.NRPS.lassopeptide.terpene","0","0","0","region007","HYDROXAMATE","0","0","false","GCF_019219615.1_ASM1921961v1_genomic_NZ_JAHUVX010000001.1.region007","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia","0","0","0","0"
"NZ_BDBF01000011.1","GCF_001612845.1","Others","0","0","0","0","0","Nocardia elegans NBRC 108235, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_001612845.1_ASM161284v1_genomic_NZ_BDBF01000011.1.region001","GCF_001612845.1_NZ_BDBF01000011.1.region001","1","1","1","0","0","0","Nocardia elegans NBRC 108235","0","1","NRP-siderophore.NRPS.lassopeptide.terpene","0","0","0","region001","HYDROXAMATE","0","0","false","GCF_001612845.1_ASM161284v1_genomic_NZ_BDBF01000011.1.region001","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia","0","0","0","0"
"NZ_JAAOTJ010000002.1","GCF_011297335.1","Others","0","0","0","0","0","Catellatospora methionotrophica strain IMSNU 22006 NODE_2, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_011297335.1_ASM1129733v1_genomic_NZ_JAAOTJ010000002.1.region001","GCF_011297335.1_NZ_JAAOTJ010000002.1.region001","2","1","1","0","0","0","Catellatospora methionotrophica","1","1","NRP-siderophore.NRPS","0","0","0","region001","HYDROXAMATE","0","0","false","GCF_011297335.1_ASM1129733v1_genomic_NZ_JAAOTJ010000002.1.region001","Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Catellatospora","0","0","0","0"
"NZ_CAJMWN010000001.1","GCF_905219535.1","Others","0","0","0","0","0","Mycobacterium riyadhense isolate MR-226, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_905219535.1_MR226_genomic_NZ_CAJMWN010000001.1.region007","GCF_905219535.1_NZ_CAJMWN010000001.1.region007","0","1","1","0","0","0","Mycobacterium riyadhense","0","0","NRP-siderophore.NRPS","0","0","0","region007","MIXED","1","1","false","GCF_905219535.1_MR226_genomic_NZ_CAJMWN010000001.1.region007","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium","0","0","0","0"
"NZ_OCVX01000003.1","GCF_900232995.1","Others","0","0","0","0","0","Mycobacterium simulans strain FI-09026, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_900232995.1_PRJEB22891_genomic_NZ_OCVX01000003.1.region017","GCF_900232995.1_NZ_OCVX01000003.1.region017","0","1","1","1","0","0","Mycobacterium simulans","0","0","NRP-siderophore.NRPS.NRPS-like","0","0","0","region017","MIXED","1","1","false","GCF_900232995.1_PRJEB22891_genomic_NZ_OCVX01000003.1.region017","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium","0","0","0","0"
"NZ_AP022603.1","GCF_010726955.1","Others","0","0","0","0","0","Mycolicibacterium fallax strain JCM 6405 chromosome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_010726955.1_ASM1072695v1_genomic_NZ_AP022603.1.region003","GCF_010726955.1_NZ_AP022603.1.region003","0","1","1","0","0","0","Mycolicibacterium fallax","0","0","NRP-siderophore.NRPS","0","0","0","region003","HYDROXAMATE","0","0","false","GCF_010726955.1_ASM1072695v1_genomic_NZ_AP022603.1.region003","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium","0","0","0","0"
"NZ_CP089224.1","GCF_021183725.1","Others","0","0","0","0","0","Mycobacterium ostraviense strain FDAARGOS_1613 chromosome, complete genome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_021183725.1_ASM2118372v1_genomic_NZ_CP089224.1.region005","GCF_021183725.1_NZ_CP089224.1.region005","0","1","1","0","0","0","Mycobacterium ostraviense","0","0","NRP-siderophore.NRPS","0","0","0","region005","MIXED","1","1","false","GCF_021183725.1_ASM2118372v1_genomic_NZ_CP089224.1.region005","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium","0","0","0","0"
"NZ_AP022599.1","GCF_010725725.1","Others","0","0","0","0","0","Mycolicibacterium pulveris strain JCM 6370 chromosome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_010725725.1_ASM1072572v1_genomic_NZ_AP022599.1.region012","GCF_010725725.1_NZ_AP022599.1.region012","0","1","1","0","0","0","Mycolicibacterium pulveris","0","0","NRP-siderophore.NRPS.T1PKS","0","0","0","region012","HYDROXAMATE","0","0","false","GCF_010725725.1_ASM1072572v1_genomic_NZ_AP022599.1.region012","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium","0","0","0","0"
